text,label
What was the distinguishing mark on the `` Little Rascals '' dog ?,1
"What is the latitude and longitude of El Paso , Texas ?",1
Where can I get information about cystic fibrosis ?,1
Where did Honecker rule ?,1
What is the theory of equivalence states ?,1
What does a philatelist collect ?,1
What is the life span of the average monkey ?,1
How many member states are in the UN ?,1
Who shot and killed himself while painting Wheatfield with Crows ?,1
What will happen when sodium is put in water ?,1
What 's the meaning of UOL ?,1
What future President became Senate majority whip under Harry Truman ?,1
Who was the architect of Central Park ?,1
Which operating system runs on IBM-compatible machines ?,1
What are the dimensions of an ice hockey goal ?,1
When was CNN 's first broadcast ?,1
What are the signs of a country going into a recession ?,1
What is the circumorbital hematoma ?,1
What African country is governed from Ouagadougou ?,1
What was the Christian name of the title character in Our Miss Brooks ?,1
What hard-of hearing artist painted Sunflowers ?,1
Who were the Yankee 's frequent enemies ?,1
Who wrote Sons and Lovers ?,1
What is the English translation for the word `` caliente '' ?,1
What handicraft requires you to interlace your warp and weft ?,1
What French seaport claims to be The Home of Wines ?,1
How long does it take sunlight to reach Earth ?,1
How many milliseconds in a second ?,1
What Cherokee Indian gave his name to a tree ?,1
When were camcorders introduced in Malaysia ?,1
What is the chance of conceiving quadruplets ?,1
Who was the star of Leave It to Beaver ?,1
What countries have the largest armed forces in the world ?,1
What was William F. Cody 's better-known name ?,1
How do I increase my biceps ' size ?,1
Who did Richard Nixon tender his resignation to ?,1
Who was Thucydides ?,1
How is the element strontium purified ?,1
Which of the following rock 'n roll stars has a `` star '' on Hollywood Boulevard ?,1
What are tonsils for ?,1
"What molecules include fluorine , sodium and magnesium ?",1
What was the name of the ball game played by the mayans ?,1
What was the sequel to The Moon 's Balloon ?,1
What is the exchange rate for Australian to American money ?,1
What is the origin of the word ` posh ' ?,1
How can anyone tell if a female had sexual intercourse ?,1
How many states did Richard Nixon carry in 1972 ?,1
What basketball maneuver did Bert Loomis invent ?,1
What is a good book to read for people who hate to read ?,1
How many shillings more than 2 were there in a guinea ?,1
What does a tarantula eat ?,1
What are the three secondary colors ?,1
What does the name `` Sabrina '' mean ?,1
Who took over as conductor of the Boston Pops after Arthur Fiedler 's long reign ?,1
What were the trials called which followed World War II ?,1
What is hebephrenia ?,1
What Nazi leader killed himself in jail just before he was to be executed as a war criminal ?,1
What famous events have happened on March 27 ?,1
Which company claimed to be `` the world 's biggest toy store '' ?,1
What brand number graces the black label of a bottle of Jack Daniel 's ?,1
What do I call the sons and daughters of my first cousins ?,1
What were the causes of the Civil War ?,1
What are Maid-Rites ?,1
What city is terrorized by Dracula in The Night Stalker ?,1
How can you prevent it ?,1
What do the names Andrew and Christina mean ?,1
What chocolate bar created by Frank Mars and his wife is often called a Milky Way with peanuts ?,1
Who is the fastest guitarist ?,1
What do camels store in their humps ?,1
What is the name of the second space shuttle ?,1
What is the best hospital for orthopedics in the country ?,1
What are perfect tenses ?,1
What is commonly considered the fifth sense ?,1
What was another name for East Germany ?,1
What 's the second-biggest-selling magazine in America ?,1
Who betrayed Norway to the Nazis ?,1
Who took the toys donated for the Doodyville Orphans ' Fund and kept them for himself ?,1
What is a bourdon tube ?,1
What kind of a sports team is the Wisconsin Badgers ?,1
Who were the Picts ?,1
"What do Caroll Baker , Tammy Grimes , Debbie Reynolds , and Judy Garland all have in common ?",1
What is film noir ?,1
Who is stationed at Camp Swampy in the comic strips ?,1
In what year did China and the Republic of Korea establish diplomatic relations ?,1
What causes tuberculosis ?,1
How tall is the giraffe ?,1
What actor dressed up as Santa Claus and had a once-a-year affair with actress Shelley Winters every Christmas for many years ?,1
What animal was the heat-seeking missile called the Sidewinder named for ?,1
How long did it take Stanley to find Livingstone ?,1
How much of the nation 's children between the ages of two and eleven watch ` The Simpsons ' ?,1
What lake is Sheboygan on ?,1
What are a baseball team 's firemen ?,1
What is a fear of color ?,1
What Nantucket shipwreck killed more divers exploring it than the 52 people it sank with ?,1
What are the two largest birds on earth ?,1
Name the four stories contained in Edith Wharton 's `` Old New York . '',1
What is the largest lake in North America ?,1
How many people died because of a smoking problem in 1997 ?,1
What is chronic constipation a symptom of ?,1
Who wrote The Look of Love after viewing Ursula Andress ?,1
What is the name of the American swimmer who won seven gold medals in the 1972 Olympics ?,1
Who claims to have the greatest show on earth ?,1
What is Head Start ?,1
What Honeymooners actress did Television magazine name as 1953 's most promising star ?,1
Why can 't women serve in the Navy on board submarines ?,1
What did the Yalta Conference lead to ?,1
What dog was dubbed The Mortgage Lifter ?,1
What is saltpeter ?,1
What 's the difference between J.D. and LL.M. ?,1
What kind of organization is ` Last Chance for Animals ' ?,1
What was the role of the Medieval Guild ?,1
Silly putty was invented by whom ?,1
What should the oven be set at for baking Peachy Oat Muffins ?,1
How can someone become a federal agent ?,1
Who invented the paper clip ?,1
Whom did Lauren Bacall marry after her husband Humphrey Bogart died ?,1
How many times in his 16-year National Basketball Associaton career was John Havlicek a member of the all-star team ?,1
What city or state do the most gay men live in ?,1
Shea and Gould had an office in Los Angeles for how long before closing it ?,1
"What word occurs 46 , 227 times in the Bible ?",1
How can you be happy ?,1
How would someone go about becoming an organ donor ?,1
"What year did Degas create the bronze sculpture , `` Fourth Position Front ? ''",1
What composer was awarded the Medal of Honor by Franklin D. Roosevelt ?,1
How many URL extensions are there ? and what are they ?,1
How long after intercourse does it take to find out if you are pregnant ?,1
What does U.S.S.R. stand for ?,1
"Who created the Fantastic Four , Hulk , and Thor ?",1
What is a fear of gravity ?,1
Who is the composer of `` Canon in D Major '' ?,1
What did n't Rocky Marciano do in his pro boxing career ?,1
Where are all European and American eels born ?,1
Who was the author of the novel `` Far From the Madding Crowd '' ?,1
What is the definition of ` graphic details ' ?,1
What was `` America 's recessed-filter cigarette '' ?,1
What kind of dog is Scooby Doo ?,1
What is the function of the appendix ?,1
What department store heir is responsible for raising a three-ton safe from the underwater wreckage of the Andrea Doria ?,1
Which sex is twice as likely to contract leprosy ?,1
What was the first town to be chartered in Vermont ?,1
What state has the longest Great Lakes shoreline ?,1
What U.S. state ends with a G ?,1
How many varieties of twins are there ?,1
What is a Cartesian Diver ?,1
What are the largest libraries in the US ?,1
How many people live in the Falklands ?,1
Who was Camp David named for ?,1
What document did President Andrew Johnson want a copy of placed under his head upon his burial ?,1
Who portrayed `` the man without a face '' in the movie of the same name ?,1
What happened in dogtown in 1899 to make that year remembered ?,1
What wheel did Blaise Pascal invent in a search for perpetual motion ?,1
How much money was the minimum wage in 1991 ?,1
In what year was the first patent for the pull-tab opener on cans obtained ?,1
What country boasts the most dams ?,1
What is the regular price ?,1
What Metropolis landmark was first introduced in the Superman cartoons of the 1940 's ?,1
Where can one find Mozambique ?,1
How do you recognize anorexia ?,1
What Mary Tyler Moore Show regular came into the world as Tadeus Wladyslaw Konopka ?,1
In what city is the US Declaration of Independence located ?,1
What is the largest variety of cactus ?,1
Who won the first World Series ?,1
What did Aaron Hass write ?,1
Who is Samuel Pickering ?,1
What was the business of the animated Sky Hawks ?,1
Who was credited with saying : `` I never met a man I did n't like '' ?,1
"What overalls are named for Dungri , a suburb of Bombay ?",1
Why do rooftops give off steam after a big rainstorm ?,1
What nationality was Jackson Pollock ?,1
How much of the earth 's surface is permanently frozen ?,1
What is the connection between New Krypton and Daxam ?,1
When was Queen Victoria born ?,1
How many people were executed for Abraham Lincoln 's assassination ?,1
What must a Las Vegas blackjack dealer do when he reaches 16 ?,1
What is worth seeing in Reims ?,1
What type of performer is Ileana Cotrubas ?,1
When was Yemen reunified ?,1
What line of candy products included Super Skrunch and Peanut Butter Oompas ?,1
Why did the Anglican church split from the Vatican ?,1
What organization has a Security Council ?,1
How would I find the price of different organs that have been donated ?,1
What Mexican leader was shot dead in 1923 ?,1
What does NECROSIS mean ?,1
What is magnetar ?,1
"What feud ended with a marriage in Kentucky on March 21 , 1891 ?",1
What color is the stripe along each side of a Coho salmon ?,1
What is the federal minimum wage ?,1
Mississippi is nicknamed what ?,1
What are the unemployment statistics for the years 1965 and 1990 ?,1
Where is Santa Lucia ?,1
What female painter produced primitives of rural New England life ?,1
What are names of two old men who appear in the serial tv Muppets Show ?,1
What war saw battles at Parrot 's Beak and Black Virgin ?,1
What should you yell to hail a taxi in Madrid ?,1
What is the horsepower of the shuttle boosters ?,1
What year did Apartheid start ?,1
Who created Big Ben ?,1
What city is found in the city of OZ ?,1
What ever happened to the once popular Yale Lock Company ?,1
Name the Marvel team loosely based on DC 's Justice League of America ?,1
What did a 16th-century Aztec athlete get for putting a rubber ball through a ring ?,1
"What populous state covers 49 , 576 square miles ?",1
What college football team did Knute Rockne build into a power ?,1
In what state was there an 11 million gallon oil spill ?,1
"When did Aldous Huxley write , `` Brave New World '' ?",1
What country did the ancient Romans refer to as Hibernia ?,1
In what high-risk business venture did Jimmy the Greek bet and lose ?,1
What do chefs call The Master Spice ?,1
What is the abbreviation of General Motors ?,1
What is a Devo hat ?,1
How long was the longest hiccup attack ?,1
What kind of weapons were used in Medieval warfare ?,1
How many people live in Tokyo ?,1
What fruit-topped actress was known as The Brazilian Bombshell ?,1
What are birds descendents of ?,1
"When the Tutankhamun exhibit was on display in the U.S. , what moving company transported it ?",1
Which Kevin Costner movie involves the Sioux Indians ?,1
Who played the title role in My Favorite Martian ?,1
How does a scientific calculator work ?,1
What is a fear of fur ?,1
Who invented the game Scrabble ?,1
What part of their attire were `` pothooks '' to cowboys of the Old West ?,1
When did humans first begin to write history seriously ?,1
Why do we have to go to school ?,1
What is Toulmin logic ?,1
A corgi is a kind of what ?,1
What city in the U.S. experienced the most growth recently ?,1
What is a dangling participle ?,1
What Tokyo street glitters with famed department stores and nightclubs ?,1
What was the average life expectancy during the Stone Age ?,1
"When Mighty Mouse was conceived , what was his original name ?",1
What is the origin of the peace symbol ?,1
What group starred in the movie Rock Around the Clock ?,1
How many U.S. presidents were assassinated during Queen Victoria 's reign ?,1
When was the first flush toilet invented ?,1
What is Nathan Hamill 's role in the new Star Wars prequel ?,1
How many disks does each player have in a four-handed game of Crokinole ?,1
How old is the sun ?,1
What percentage of children between the ages of two and eleven watch ` The Simpsons ' ?,1
"How can I find a list of , fax and or email , addresses for human resource departments in Massachusetts ?",1
How do I write to my Congressman ?,1
How many years ago did Led Zeppelin release its last album ?,1
What is the term for a group of geese ?,1
How many people was Randy Craft convicted of killing ?,1
What was the name of the famous battle between Texas and Mexico ?,1
What country are you in if you woo in the Wu dialect ?,1
What do you call a Poker hand with five cards of the same suit ?,1
What New York Yankee was known as The Iron Horse ?,1
Who is considered The First Lady of the American Stage ?,1
Who penned : `` Neither a borrower nor a lender be '' ?,1
What is moxie ?,1
What was the first Sam Spade novel ?,1
What song did Patti Page set people dancing to in 1950 ?,1
Who headed Hitler 's infamous Gestapo ?,1
What South American city features the exclusive Copacabana Beach and Ipanema ?,1
What German city do Italians call The Monaco of Bavaria ?,1
"What island group contains Jersey , Guernsey , Sark and Herm ?",1
What is a fear of strong light ?,1
What is a person called that likes fire ?,1
"Where was helium first discovered , hence its name ?",1
What is the best way to overcome a fear ?,1
Name a South African diamond producer ?,1
Who made the musical plea Be True to Your School ?,1
What French designer declared : `` The jean is the destructor ! It is a dictator ! It is destroying creativity. The jean must be stopped ! '' ?,1
What season is the setting for Shakespeare 's Midsummer Night 's Dream ?,1
Name a band which was famous in the 1960 's .,1
What comedian was banned from the Ed Sullivan Show for allegedly making an obscene gesture at the show 's host ?,1
What country is the setting for Edgar Allan Poe 's The Pit and the Pendulum ?,1
What Apollo 11 astronaut minded the store while Armstrong and Aldrin made history ?,1
What is the current ticket fare from from Cairo to Barbados ?,1
What is the second highest mountain peak in the world ?,1
What Good Little Witch is Casper 's girlfriend ?,1
In which Tennessee Williams play is one of the characters killed and devoured by a mob of starving children ?,1
"What was the nickname of Frederick I , Holy Roman Emperor and King of Germany ?",1
What war did the Potsdam Conference follow ?,1
What 's the most common non-contagious disease in the world ?,1
"What month , date , and year did Charles I die ?",1
How many cubic feet of space does a gallon of water occupy ?,1
What is the hair style called that new military recruits receive ?,1
What 's the world 's largest cathedral ?,1
What effects do nitrates have on the environment ?,1
What is Nitrox diving ?,1
What three European countries begin with the letter A ?,1
What happened in the Long March ?,1
What was the name of Hitler 's unsuccessful attempt to overthrow the Bavarian government in Munich in 1923 ?,1
How can I find online spelling ?,1
How many earthworms are in a single pasture ?,1
Who made Stonehenge ?,1
What is the average hourly rate of American workers ?,1
What sport features snatches and clean jerks ?,1
Who 's the founder and editor of The National Review ?,1
In what year did they build the Berlin Wall ?,1
Who was the first governor of West Virginia ?,1
What 's the world 's longest suspension bridge ?,1
What Asian city boasts the world 's biggest bowling alley ?,1
When will Jean Aeul publish her next book ?,1
"What famous soldier was born in Europe , died in Asia , and was laid to rest in Africa ?",1
"When it 's time to relax , what one beer stands clear ?",1
What culture developed the idea of potlatch ?,1
What baseball team became the Minnesota Twins ?,1
What kind of guitar did Jimi Hendrix play ?,1
What were the first three cities to have a population of more than a million ?,1
What constellation contains the twins Castor and Pollux ?,1
How many meters are in a mile ?,1
What is a gas release event ?,1
What James Michener book is subtitled Spanish Travels and Reflections ?,1
What famed London criminal court was once a feudal castle ?,1
How many milligrams are in a gram ?,1
What stringed weapon fires a bolt ?,1
Where did he get the title ?,1
Where can I find a large list of 5 to 6 letter words ?,1
What is Michael Jackson 's middle name ?,1
Who was the first woman to fly solo across the Atlantic ?,1
How long is human gestation ?,1
What does `` Semper Fidelis '' mean ?,1
What kind of suit did true hepcats wear in 1942 ?,1
Where does Mother Angelica live ?,1
How can I find out my Moon sign ?,1
Why does a candle need a wick ?,1
Musician Ray Charles plays what instrument ?,1
What were the three prophecies the witches make to Macbeth ?,1
What 's the population of Mississippi ?,1
Who started the Dominos Pizza chain ?,1
In what film did Steven Spielberg 's dog star as the main character 's dog ?,1
What are all the different kinds of contraceptives ?,1
How old is Jeremy Piven ?,1
What is the history of yo-yos ?,1
Which NBA players had jersey number 0 ?,1
What chocolate company gives you a one-pound kiss ?,1
How does one correctly pronounce ` qigong ' ?,1
What fossilizes to form coprolite ?,1
How many colored squares are there on a Rubik 's Cube ?,1
Where is the Mayo Clinic ?,1
What Caribbean island is sometimes called Little England ?,1
Where is Amsterdam ?,1
Where can I find the lyrics for the song ` Getting Married Today ' from the musical ` Company ' ?,1
What 's another word that means `` knows all '' ?,1
"Who is the famous movie star who also acted as sewer commissioner of Provo Canyon , Utah ?",1
What Australian city became the home of the America 's Cup ?,1
Aspartame is known by what other name ?,1
What is pasta ?,1
Name Randy Craft 's lawyer .,1
What color is `` ash '' ?,1
What is the best distance education university or college ?,1
What river does the Grand Coulee Dam dam ?,1
How often are quadruplets born ?,1
How does psorisis disappear ?,1
How many presidents have died on the 4th of July ?,1
What three colors are on the French flag ?,1
What 's the mystery of the Bermuda Triangle ?,1
What are the seven wonders of the world ?,1
What does CNN stand for ?,1
What is a person called that likes fire ?,1
Who portrayed Vincent Van Gogh in Lust for Life ?,1
What constitutes an adult ?,1
What is a reliable site that I can download Heretic 2 ?,1
What is a neurosurgeon ?,1
"What baseball outcome required nine balls in 1879 , eight balls in 1880 and seven balls in 1881 ?",1
What are amaretto biscuits ?,1
What common ailment can 't you catch at the North Pole ?,1
What season begins with the vernal equinox ?,1
Who was known as the Time Master in comic books ?,1
What was the name of Roy Rogers 's dog ?,1
What TV series changed the names to protect the innocent ?,1
Where did cable cars first roll down Clay Street in 1873 ?,1
What is George Lucas 's e-mail address ?,1
How do I give a good massage ?,1
Who is the father of the computer ?,1
What is the origin of `` jiggy '' as in getting jiggy with it ?,1
What is the origin of a.m. and p.m. ?,1
What is the definition of cosmology ?,1
What is the name of the dog on the Cracker Jack box ?,1
What are manifest and latent function theories ?,1
What William Styron book is about a black preacher who leads a slave revolt ?,1
What is the chemical symbol for nitrogen ?,1
Who said : `` Old soldiers never die ; they just fade away '' ?,1
What National League baseball team employed 72 third baseemen in its first 2 seasons ?,1
What are snowballs to a hot-rodder ?,1
How long were Tyrannosaurus Rex 's teeth ?,1
What is the origin of the word Ozymandias ?,1
Who 's the only man to have won the Olympic decathlon twice ?,1
What Kenyan city is the safari center for East Africa ?,1
Why do men snore ?,1
What causes `` rolling thunder '' ?,1
What is the name of Miss India 1994 ?,1
What four U.S. states have active volcanoes ?,1
What 's the setting of John Le Carre 's A Small Town in Germany ?,1
What does an echidna look like ?,1
What is the secret of the universe ?,1
Who was the second man to walk on the moon ?,1
What major Victorian novelist spent as much time working for the post office as he did writing ?,1
What caused an adjournment of the 25th anniversary session of the United Nations General Assembly ?,1
The major league baseball team in Pittsburgh is called what ?,1
What is the name of the Islamic counterpart to the Red Cross ?,1
What year were the Olympic Games played in where Nadia Comaneci became popular ?,1
What is glass made of ?,1
How did Lee Harvey Oswald purchase his rifle ?,1
How do I sing like Elvis Presley ?,1
What are the biggest Indian airports ?,1
What is the folklore story regarding birds ' nests and birds in Christmas trees ?,1
"What are the world 's three largest oceans , in order of size ?",1
Who is the Pope ?,1
Where on the Internet can I find information on laundry detergent ?,1
What do the French call La Manche ?,1
What 's an easy way to count the approximate number of fish in a lake ?,1
How do you clean up a cache ?,1
What was the name of Aristotle Onassis 's yacht ?,1
What is a fear of being dirty ?,1
What animal occurs in Spielberg 's `` Jaws '' ?,1
What 's the Red Planet ?,1
The Shea & Gould law firm had an office in L.A. for how many years ?,1
What 's the most common surname in America ?,1
How long does it take the typical American to eat 23 quarts of ice cream ?,1
What is the difference between a fruit and a vegetable ?,1
What kind of tree graces Lebanon 's flag ?,1
What is tumbled marble ?,1
What are the various ways in which one can measure IT User Satisfaction Level ?,1
What city is sometimes called The Athens of Switzerland ?,1
Where did bocci originate ?,1
How does light travel through the void of space if there is no medium for it to ` wave ' or ` pulse ' .,1
What are the Valdez Principles ?,1
How can I easily remove red wine stains from t-shirts ?,1
How do you write MLA style bibliographies for an Internet source ?,1
Who is Imam Hussain Ben Ali whom Shia people believe in ?,1
What is the origin of the word assassinate ?,1
"Where can I find information about Bob Barr , representative from Georgia ?",1
What is the frequency of VHF ?,1
What are the Arabic Numerals from 1 to 10 ?,1
What does the policeman become in the Canadian edition of Monopoly ?,1
How many electoral votes does it take to win presidency ?,1
What is digitalis ?,1
What kind of flowers does detective Nero Wolfe raise ?,1
What was paper made of in the late 16th century ?,1
Who was William Henry Harrison ?,1
What was the outcome of the 1945 Yalta Conference ?,1
What is `` flintknapping '' ?,1
What 's the most popular contact lens color ?,1
What were the cities of Dickens 's A Tale of Two Cities ?,1
What causes canker sores in the mouth ?,1
In what year was the movie the Ten Commandments released ?,1
What is the fastest fish in the world ?,1
What color are the castellated walls of the Kremlin ?,1
What is celebrated during the week of February 21-27 ?,1
What is damage to business and government caused by bureaucracy ?,1
What countries have the best math students ?,1
When was the De Beers company founded ?,1
What was a California prayer book to an Old West gambler ?,1
Who was the first black performer to have his own network TV show ?,1
What 's another name for aspartame ?,1
What did John F. Kennedy consider his greatest blunder in office ?,1
What 's the abbreviation for trinitrotoluene ?,1
"What creature is the absolute fastest in moving in the world , birds , mammals , etc. , ?",1
What is the date of Bastille Day ?,1
What is IOC an abbreviation of ?,1
What 's the proud claim to fame of the young women who formed Kappa Alpha Theta ?,1
Which two products use a tiger as their symbol ?,1
"Where did Freidreich Wilhelm Ludwig Leichhardt , Prussian born explorer , go to school ?",1
What color eyes are most sensitive to light ?,1
How much folic acid should an expectant mother get daily ?,1
What company uses the unfamiliar faces of its celebrity spokespeople to promote the use of its product ?,1
What disease does Katharine Hepburn have that makes her voice shake ?,1
"What did FCC chairman Newton Minow declare TV to be on May 9 , 1961 ?",1
How much caffeine is in a 16 oz cup of coffee ?,1
What is the name of the art of growing miniature trees ?,1
What two countries in South America are landlocked ?,1
What does Tiffany mean ?,1
Why do magnets attract ?,1
How do you address a Chinese person ?,1
What is the meaning of thalassemia ?,1
What is Columbia Tristar 's phone number ?,1
How do I impress a guy ?,1
What does the method called `` cold fusion '' create ?,1
When did Princess Diana and Prince Charles get married ?,1
What determines the value of the pearl ?,1
Which country did Hitler rule ?,1
"What was the name of the American ship sunk by a mine in Havana harbor , causing the Spanish-American war ?",1
Who directed The Wild Bunch ?,1
What are emblazoned on the Jolly Roger ?,1
The Orange Bowl is in what city ?,1
What are the alveoli ?,1
What comedian was born Allen Stewart Konigsberg ?,1
How many Leos have been Pope ?,1
What state was Herbert Hoover born in ?,1
"What TV series featured Neal , a martini-drinking St. Bernard ?",1
What developed a crack in 1835 while tolling the death of U.S. Chief Justice John Marshall ?,1
How many fiddlers did Old King Cole have ?,1
"What poet wrote : `` ... I have promises to keep , and miles to go before I sleep '' ?",1
What is ethylene ?,1
What Irwin Allen bomb has Richard Widmark saying he 'll be `` the first officer in history to get his butt kicked by a mess of bugs ! '' ?,1
What is a fear of clouds ?,1
What is the music used in the new VW Beetle commercial where the car spins and changes colors ?,1
What is a fear of pregnancy ?,1
What is the population in India ?,1
What is the origin of the word `` pallbearer ? '',1
How long do flies live ?,1
Why is Microsoft 's Windows 3 software so successful ?,1
Who runs Andy Capp 's favorite pub ?,1
What state produces the best lobster to eat ?,1
How many times a day does the typical person go to the bathroom ?,1
What bowl game began as an East-West contest between Michigan and Stanford in 192 ?,1
"What islands got their name from the Spanish baja mar , meaning shallow water ?",1
"What is deadrise , nautical , ?",1
What 's the official language of Algeria ?,1
What took first prize in Omni magazine 's contest to find the `` ultimate unanswerable question '' ?,1
What six words follow the line : `` From a jack to a king.. . '' ?,1
How do I find a city if I have the area code ?,1
What author of the Days of Our Lives Cookbook signed on in 198 as Liz Chandler in TV 's Days of Our Lives ?,1
What foods contain the most protein ?,1
What President was assassinated by Charles J. Guiteau ?,1
What comic of TV 's golden age went by the motto `` Anything for a laugh '' ?,1
How many feet long is a baseball pitcher 's rubber ?,1
What was the nationality of Jackson Pollock ?,1
Who invented the game bowling ?,1
What are the snakes of New England ?,1
How many times larger than life size is the Statue of Liberty ?,1
What is the name of the country which Hitler ruled ?,1
What group kidnaped Patricia Hearst ?,1
How long does a human live ?,1
Where can I get U.S. economic statistics ?,1
How many Superbowls have the ers won ?,1
What do you do when your mouse is n't working as fast as it 's supposed to ?,1
What is a gandy dancer ?,1
Who is the creator of `` The Muppets '' ?,1
Which of the following celebrities started his show-biz career as a disc jockey ?,1
What Triple Crown-winning horse took the 1973 Belmont Stakes by 31 lengths ?,1
What 's a perfect score in a gymnastics exercise ?,1
What is the dot on an the letter i called ?,1
What 's the capital of Iowa ?,1
Who asked you to do the Loco-Motion with her in 1962 ?,1
What 's the rathaus in Frankfurt ?,1
"What President served for five years , six months and 2 days ?",1
What do you call the feeling of having experienced something before ?,1
What incident caused the canning of a summit conference between Eisenhower and Khrushchev ?,1
What is the abbreviated form of the National Bureau of Investigation ?,1
"What is a fear of odors , body , ?",1
What is the formula to calculate pi ?,1
What is the difference between a bachelor and a 1 bedroom apartment ?,1
What is Drew Barrymore 's middle name ?,1
How do you write a book report ?,1
"What are Cobol , Fortran , and Pascal ?",1
What is Supergirl 's secret identity ?,1
"What is the US Federal Government website for Standard Industrial Classification codes , SIC , ?",1
What court does Bob Woodward describe in The Brethren ?,1
Who made the first surfboard ?,1
What is the name of the police officer who tried to keep order in Top Cat 's neighborhood ?,1
On what date did Rosa Parks Become a symbol of the civil rights movement for refusing to give up her seat on the bus ?,1
What are the highest-paying odds on a roulette table ?,1
In what year did the US Marine Corps adopt the motto `` Semper Fidelis '' ?,1
How many films did Ingmar Bergman make ?,1
What does a deltiologist collect ?,1
What is Garry Kasparov famous for ?,1
What does the `` c '' stand for in the equation E=mc2 ?,1
Who is the Greek God of the Sea ?,1
What well-known music personality is the father of an adopted son named Hans Christian Henderson ?,1
How do you measure the heat of the sun ?,1
Why do some people have two different color eyes ?,1
Which leg does a cat move with its left front leg when walking - its left rear or right rear leg ?,1
When was the first Barbie produced ?,1
What 's the hardest substance in the human body ?,1
Who was the first woman governor of Wyoming ?,1
How many more weeks of winter are there if a ground hog sees his shadow ?,1
What Green Bay Packers coach philosophized : `` There 's nothing that stokes the fire like hate '' ?,1
How do birds find their way back to the same place every year ?,1
Where is the Henry Ford Museum ?,1
Name a film that has won the Golden Bear in the Berlin Film Festival ?,1
What 's the International Lawn Tennis Challenge Trophy usually called ?,1
What year did nylon stockings first go on sale ?,1
What is a research expedition in mountain climbing ?,1
On which flight did Fawaz Younis commit air piracy and hostage taking ?,1
What are the 10 largest cities in the US ?,1
What is a wart ?,1
What is spaceball played on ?,1
How does rabies spread ?,1
What famous comedian recently tried without success to revive the play ?,1
What is Drew Barrymore 's email address ?,1
How can you tell if someone is lying ?,1
What is the difference between a preface and a foreword ?,1
What are fingernails made of ?,1
What nationality were the 123 people who died in the Black Hole of Calcutta ?,1
What does storm wave mean in Japanese ?,1
Why do they sterilize the needle for lethal injection ?,1
What TV family sometimes buys eclairs from Nelson 's Bakery ?,1
How can you get rust stains out of clothing ?,1
How does a small businessman contact the Good Humor Ice Cream company to do business with them ?,1
What enigmatic U.S. vice president was once tried and acquitted for treason in a plot to set up his own independent empire in the West ?,1
Who was Charles Lindbergh 's wife ?,1
Who sings Angel Eyes from the 80 's ?,1
When did the Jurassic Period end ?,1
What is the one thing you need before you can purchase life insurance ?,1
What caused the Titanic to sink ?,1
What is the chemiosmotic theory ?,1
What information can you tell me about actor James Cromwell ?,1
How does an ion drive work ?,1
How can I trace my family roots ?,1
What was the date of Iraq 's invasion of Kuwait ?,1
What is another word for diet ?,1
What is a courier ?,1
What Sinatra hit did he dooby dooby do in ?,1
How do you get a girl to have sex with you ?,1
What award is the `` Oscar '' of advertising ?,1
What is the name of the planet that the Ewoks live on ?,1
What ice creams contain seaweed ?,1
What dumb-but-loveable character did Maurice Gosfield play on The Phil Silvers Show ?,1
What is a `` USB '' port on a computer ?,1
What term means a sexual attraction between a male and a female ?,1
What was called the world 's largest department store ?,1
What sea surrounds the Cayman Islands ?,1
How many different vegetation zones are there ?,1
What does LOL mean ?,1
What ocean was Amelia Earhart flying over when she disappeared ?,1
What book does Holden Caulfield appear in ?,1
What happens when lightning strikes a body of water ?,1
What was the nickname of German flying ace Manfred von Richthofen ?,1
What does e=mc2 mean ?,1
What country other than Germany invaded Poland in September 1939 ?,1
How do I contact answers.com ?,1
What are the names of the different toes ?,1
What are different products of petroleum ?,1
What causes asthma ?,1
When was the Bill of Rights ratified ?,1
"What do the number 1 , 2 , and 4 mean on Dr. Pepper bottles ?",1
What is the largest U.S. state east of the Mississippi ?,1
How can I find out how much it costs to raise a baby for six months ?,1
"What 's the population of Biloxi , Mississippi ?",1
What vowel do all Esperanto nouns end in ?,1
What is a heuristic ?,1
What California desert is dubbed High Desert ?,1
"In the Miller Lite TV commercial , who is the creature ?",1
Who wrote ` Hamlet ' ?,1
How did the jack-o '-lantern get it 's name ?,1
Why can 't ostriches fly ?,1
Where do the Blackhawks maintain their operations ?,1
Why are the rooftops in Canada green ?,1
What African country was founded by freed American slaves in 1847 ?,1
What year did the first issue of `` Playboy '' come out ?,1
The Orange Bowl is located in what city ?,1
What is a fear of motion ?,1
What pseudonym did William Sydney Porter use in writing The Gift of the Magi ?,1
What is a fear of glass ?,1
"In Waugh 's `` A Handful of Dust , '' what does the mad old man force the hero to do every afternoon ?",1
What is the last name of Lucy and Linus from the Peanut 's comic strip ?,1
What cheery fellow got the ZIP code 9971 from the U.S. Postal Service in 1963 ?,1
How many layers does a bottle of Yoo-Hoo settle into ?,1
Name Pittsburgh 's baseball team .,1
What 's the nearest star to Earth ?,1
Where is Inoco based ?,1
What does El Nino mean in spanish ?,1
What does Choo Choo Charlie say ?,1
How do I register a trade name in North Carolina ?,1
What was the number of assassinations and attempts to assassinate in the U.S. since 1865 ?,1
How many stations do you shoot from in the basketball game `` Around the World '' ?,1
What is a Jake brake ?,1
What sign is the best love match for a horoscope sign ?,1
